date,year,month,lop,persentase,tahun_kategori,total_teus,sumber_sheet
2024-10-01,2024,10,TANTO,0.3177,2023,2020.0,B.OPR DOM
2024-10-01,2024,10,SPI,0.4249,2023,4782.0,B.OPR DOM
2024-10-01,2024,10,MERATUS,6.0264,2023,109.0,B.OPR DOM
2024-10-01,2024,10,ICON,-0.9171,2023,0.0,B.OPR DOM
2024-10-01,2024,10,TEMAS,0.0,2023,294.0,B.OPR DOM
2024-11-01,2024,11,TANTO,0.3029,2023,3149.0,B.OPR DOM
2024-11-01,2024,11,SPI,0.5819,2023,4864.0,B.OPR DOM
2024-11-01,2024,11,MERATUS,3.4162,2023,1033.0,B.OPR DOM
2024-11-01,2024,11,TEMAS,0.0,2023,1118.0,B.OPR DOM
2024-11-01,2024,11,ICON,-0.9171,2023,0.0,B.OPR DOM
2024-11-01,2024,11,SSL,0.0,2023,0.0,B.OPR DOM
2024-12-01,2024,12,TANTO,0.2756,2023,3053.0,B.OPR DOM
2024-12-01,2024,12,SPI,0.8421,2023,5383.0,B.OPR DOM
2024-12-01,2024,12,MERATUS,2.5894,2023,1095.0,B.OPR DOM
2024-12-01,2024,12,TEMAS,0.0,2023,1597.0,B.OPR DOM
2024-12-01,2024,12,ICON,-0.9015,2023,0.0,B.OPR DOM
2025-01-01,2025,1,TANTO,0.0,2023,0.0,B.OPR DOM
2025-01-01,2025,1,SPIL,0.0,2023,0.0,B.OPR DOM
2025-01-01,2025,1,MERATUS,0.0,2023,0.0,B.OPR DOM
2025-01-01,2025,1,TEMAS,0.0,2023,0.0,B.OPR DOM
2025-01-01,2025,1,ICON,0.0,2023,0.0,B.OPR DOM
2025-02-01,2025,2,TANTO,0.0,2023,0.0,B.OPR DOM
2025-02-01,2025,2,SPIL,0.0,2023,0.0,B.OPR DOM
2025-02-01,2025,2,MERATUS,0.0,2023,0.0,B.OPR DOM
2025-02-01,2025,2,TEMAS,0.0,2023,0.0,B.OPR DOM
2025-02-01,2025,2,ICON,0.0,2023,0.0,B.OPR DOM
2025-03-01,2025,3,TANTO,0.0,2023,0.0,B.OPR DOM
2025-03-01,2025,3,SPIL,0.0,2023,0.0,B.OPR DOM
2025-03-01,2025,3,ICON LINE,0.0,2023,0.0,B.OPR DOM
2025-03-01,2025,3,MERATUS,0.0,2023,0.0,B.OPR DOM
